course,id,title,domain_label,reference_contribution,reference_confidence,reference_confidence_score,evidence_level,url
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1098,Representantes De Marca,Servicios y especialización,"Podría orientar preguntas sobre alcance del rol de representante de marca, sin asumir requisitos o acuerdos comerciales.",INFERRED,0.61,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1098
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1100,Bodega EcoAmor,Orientación y ruta académica,Bodega EcoAmor es una referencia nominal sin oferta documentada; requiere contexto antes de recomendar compras o abastecimiento.,AMBIGUOUS,0.19,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1100
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1101,Academia de Exito - Tu manejo del dinero refleja quien eres,Costos y rentabilidad,"Podría abrir una reflexión sobre hábitos de manejo del dinero, sin juzgar identidad ni ofrecer recomendaciones financieras definitivas.",INFERRED,0.64,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1101
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1102,El negocio de los sueños: Agente Disney,Servicios y especialización,"Podría orientar preguntas sobre especialización en viajes Disney, sin asumir acreditaciones, ingresos ni acceso a proveedores turísticos.",INFERRED,0.71,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1102
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1103,Contabilidad en tu Ecommerce,Costos y rentabilidad,Podría apoyar la recopilación de datos de contabilidad ecommerce para conversar con un profesional y revisar supuestos.,INFERRED,0.75,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1103
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1110,Mentoria,Orientación y ruta académica,Sesión de mentoría sin contenido temático declarado; hace falta descripción para elegirla como apoyo al miembro.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1110
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1111,Estructura Dropshipping,Inventario y logística,"Podría orientar un mapa preliminar de responsabilidades en dropshipping, pendiente de validar condiciones reales de pedido y entrega.",INFERRED,0.71,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1111
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1162,Desarrolla Habilidades: Logotipos,Marca y propuesta de valor,"Podría apoyar un brief de logotipo consistente con identidad del negocio, sin asumir derechos de uso del diseño.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1162
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1164,Bodega Pet,Orientación y ruta académica,"Bodega Pet sugiere una referencia comercial, pero no identifica productos, disponibilidad ni contenido de aprendizaje verificable.",AMBIGUOUS,0.19,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1164
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1165,Academia de Éxito | Sesión de Mentalidad: “Define tu porqué y transfórmate desde adentro,Productividad y ejecución,"Podría apoyar una reflexión de propósito vinculada a compromisos pequeños, sin respaldar promesas de transformación psicológica.",INFERRED,0.68,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1165
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1166,Desarrolla Habilidades: Edicion de videos,Contenido y creatividad,"Podría orientar una tarea breve de edición audiovisual, aunque el título no especifica herramienta ni técnicas.",INFERRED,0.77,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1166
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1167,Bodega Evanes,Orientación y ruta académica,Bodega Evanes aparece sin descripción de contenido; falta información antes de asociarla con proveedores o logística.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1167
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1179,Mentoria,Orientación y ruta académica,Mentoría de julio sin asunto declarado; no permite determinar qué bloqueo del miembro podría atender.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1179
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1180,Tu celular tu estudio: Tips de grabación para tu ecommerce,Contenido y creatividad,Podría apoyar una lista de tomas realizables con celular para presentar el producto sin requerir equipo profesional.,INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1180
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1181,Academia de Exito- Ivonne,Orientación y ruta académica,El nombre Ivonne no identifica tema de la sesión; se requiere descripción antes de atribuir un aporte.,AMBIGUOUS,0.14,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1181
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1182,Bodega La Pócima Rapunzel,Orientación y ruta académica,"La Pócima Rapunzel figura como bodega sin detalle; no acredita productos, propiedades ni condiciones de suministro.",AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1182
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1183,Contabilidad en tu Ecommerce,Costos y rentabilidad,"Podría orientar una revisión de ingresos, gastos y evidencia de operaciones ecommerce para posterior análisis contable humano.",INFERRED,0.75,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1183
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1184,Academia de Exito - Hábitos de éxito - Dulce Jaqueline,Productividad y ejecución,"Podría apoyar la elección de hábitos pequeños y comprobables, sin convertir el término éxito en garantía de resultados.",INFERRED,0.71,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1184
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1228,Academia de Exito- Allan Gerardo,Orientación y ruta académica,"Allan Gerardo identifica al participante, no la materia de la sesión; falta tema para una recomendación concreta.",AMBIGUOUS,0.14,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1228
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1229,Domina la creación de imágenes con IA para ecommerce,IA aplicada al negocio,"Podría orientar prompts para imágenes comerciales con revisión de fidelidad al producto, derechos y posibles errores generativos.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1229
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1230,Bodega Savian,Orientación y ruta académica,Bodega Savian es una referencia sin explicación de la sesión; requiere información antes de recomendar una acción comercial.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1230
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1231,Contenido que vende: estructura de reels y publicaciones virales,Contenido y creatividad,"Podría apoyar el esquema de un reel y una publicación, sin prometer viralidad ni ventas por su estructura.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1231
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1232,Mentoria,Orientación y ruta académica,Mentoría de septiembre sin tema disponible; faltan detalles para relacionarla con una tarea de ecommerce específica.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1232
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1233,Contenido Estratégico para Septiembre-Diciembre,Contenido y creatividad,"Podría orientar una planificación estacional de contenido, adaptando fechas al negocio sin asumir vigencia del calendario histórico.",INFERRED,0.76,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1233
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1234,Contabilidad en tu Ecommerce,Costos y rentabilidad,"Podría apoyar la preparación de información comercial para una revisión contable, sin establecer obligaciones ni criterios fiscales vigentes.",INFERRED,0.75,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1234
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1236,Bodega Oversize,Orientación y ruta académica,Bodega Oversize no describe productos ni aprendizaje; la relevancia para abastecimiento debe comprobarse con información adicional.,AMBIGUOUS,0.19,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1236
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1239,Academia de Exito - Allan,Orientación y ruta académica,El título solo nombra a Allan dentro de Academia de Éxito; falta contenido temático para recomendarlo.,AMBIGUOUS,0.14,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1239
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1240,Chat Selling con Dulce Jaqueline,Conversación y conversión,"Podría orientar borradores de chat comercial contextualizados, sin atribuir técnicas específicas a la persona mencionada.",INFERRED,0.75,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1240
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1267,Academia de Exito: Creando Habitos,Productividad y ejecución,"Podría apoyar un compromiso de hábito observable y seguimiento simple, dejando pendientes los métodos del material.",INFERRED,0.73,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1267
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1271,Videos ganadores para vender,Contenido y creatividad,"Podría orientar hipótesis para un video comercial, sin tomar ganador como evidencia de rendimiento o conversión.",INFERRED,0.72,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1271
Cursos de Actualización en Vivo: Maximiza tu Conocimiento en Todos los Cursos,1311,Productos que conviene vender por mercado libre,Producto y validación,"Podría ayudar a preparar criterios de selección para Mercado Libre, sin garantizar conveniencia económica ni disponibilidad actual.",INFERRED,0.76,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/d7d44101-5358-4ef0-ae55-920b6c7c840a/1311
Facebook e Instagram Ads,1004,Introducción,Orientación y ruta académica,Introducción sin objetivo propio explícito; el contexto publicitario no permite conocer qué tarea concreta desarrolla esta lección.,AMBIGUOUS,0.21,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1004
Facebook e Instagram Ads,1005,Importancia de las Redes sociales en la captación de clientes,Publicidad y experimentos,Podría orientar una conversación sobre el papel de redes sociales en captación antes de decidir canales y objetivos.,INFERRED,0.76,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1005
Facebook e Instagram Ads,1006,Pilares de una estrategia digital,Publicidad y experimentos,"Podría apoyar un esquema inicial de estrategia digital, pendiente de identificar los pilares realmente propuestos por la sesión.",INFERRED,0.7,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1006
Facebook e Instagram Ads,1007,Diferencias clave entre Facebook e Instagram,Publicidad y experimentos,"Podría ayudar a comparar adecuación de Facebook e Instagram al público, sin asumir funciones o reglas vigentes.",INFERRED,0.77,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1007
Facebook e Instagram Ads,1008,Comprendiendo el comportamiento del consumidor online,Conversación y conversión,Podría orientar preguntas sobre motivaciones y fricciones de compra para revisar un mensaje comercial con evidencia.,INFERRED,0.75,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1008
Facebook e Instagram Ads,1009,Definición de Buyer Personas,Publicidad y experimentos,"Podría apoyar un borrador de perfil de comprador con hipótesis explícitas, evitando inventar datos demográficos o conductuales.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1009
Facebook e Instagram Ads,1010,Estructura de un Prompt en Chat GPT,IA aplicada al negocio,"Podría orientar la preparación de un prompt para explorar audiencia, con revisión humana y sin convertir salidas en datos.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1010
Facebook e Instagram Ads,1011,Elementos de una oferta irresistible,Conversación y conversión,"Podría apoyar un checklist de componentes de oferta, verificando condiciones y evitando adoptar irresistible como resultado garantizado.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1011
Facebook e Instagram Ads,1012,Desarrollo de una oferta irresistible,Conversación y conversión,"Podría orientar un borrador de oferta adaptada al producto, sujeto a revisión de beneficios, precio y condiciones reales.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1012
Facebook e Instagram Ads,1013,Los gatillos mentales más potentes,Conversación y conversión,"Podría ayudar a revisar elementos persuasivos en un mensaje, manteniendo veracidad y evitando presión o urgencia fabricada.",INFERRED,0.7,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1013
Facebook e Instagram Ads,1014,Cómo adaptar tu oferta a diferentes Buyer Personas,Conversación y conversión,"Podría apoyar variantes de una oferta según necesidades de comprador, dejando como hipótesis cualquier segmentación aún no validada.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1014
Facebook e Instagram Ads,1015,Desarrollo de ángulos de venta,Contenido y creatividad,Podría orientar distintas perspectivas creativas de venta sobre atributos comprobados para comparar claridad y relevancia del mensaje.,INFERRED,0.77,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1015
Facebook e Instagram Ads,1016,Introducción a los embudos de ventas digitales,Conversación y conversión,"Podría ubicar al miembro en una ruta de captación y compra, sin atribuir fases exactas al material.",INFERRED,0.76,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1016
Facebook e Instagram Ads,1017,Estructura de un embudo de ventas digital para captación de clientes,Conversación y conversión,Podría apoyar un mapa de pasos desde interés hasta contacto y detectar información faltante en el embudo.,INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1017
Facebook e Instagram Ads,1018,El recurso de valor: Lead Magnet,Contenido y creatividad,"Podría orientar un borrador de recurso de captación útil, sin afirmar que existe un archivo descargable disponible.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1018
Facebook e Instagram Ads,1019,Integración de campañas de Facebook e Instagram en el embudo,Publicidad y experimentos,"Podría ayudar a vincular cada campaña propuesta con una etapa y objetivo del embudo, sin activar anuncios.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1019
Facebook e Instagram Ads,1020,Brief para desarrollar embudo de ventas,Conversación y conversión,"Podría apoyar un documento de requisitos del embudo con audiencia, objetivo y evidencia necesaria antes de diseñarlo.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1020
Facebook e Instagram Ads,1064,Desarrollo del embudo de ventas,Conversación y conversión,"Podría orientar el borrador de recorrido comercial y sus puntos de revisión, pendiente de consultar el desarrollo concreto.",INFERRED,0.76,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1064
Facebook e Instagram Ads,1021,Anuncios ideales para cada etapa del embudo de ventas digital,Publicidad y experimentos,"Podría apoyar hipótesis de anuncios por etapa del recorrido, evitando asumir que un formato es universalmente ideal.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1021
Facebook e Instagram Ads,1027,Elementos clave del diseño de anuncios,Contenido y creatividad,"Podría orientar una revisión visual de anuncios según mensaje y producto, dejando criterios específicos pendientes de lectura.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1027
Facebook e Instagram Ads,1028,"Herramientas de diseño recomendadas (Canva, Photoshop)",Contenido y creatividad,Podría ayudar a seleccionar una ruta de aprendizaje de diseño según herramientas disponibles y habilidad del miembro.,INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1028
Facebook e Instagram Ads,1029,Herramientas de búsqueda de creativos exitosos,Contenido y creatividad,"Podría orientar la búsqueda de referencias creativas comparables, sin tratar su presencia como evidencia de éxito comercial.",INFERRED,0.73,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1029
Facebook e Instagram Ads,1030,Chat GPT para creación de guiones de video,IA aplicada al negocio,Podría apoyar un prompt de guion audiovisual con datos del producto y revisión humana de afirmaciones generadas.,INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1030
Facebook e Instagram Ads,1031,Técnicas y metodologías de copywriting persuasivo,Contenido y creatividad,"Podría orientar un borrador persuasivo y su revisión de claridad, sin atribuir fórmulas no observadas al curso.",INFERRED,0.77,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1031
Facebook e Instagram Ads,1032,Cómo escribir titulares y descripciones efectivas,Contenido y creatividad,Podría ayudar a preparar titulares y descripciones alternativos basados en beneficios verificables y una llamada coherente.,INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1032
Facebook e Instagram Ads,1045,Segmentación detallada y por comportamiento,Publicidad y experimentos,"Podría apoyar hipótesis de audiencia por intereses y comportamiento, sujetas a verificar opciones actuales y datos permitidos.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1045
Facebook e Instagram Ads,1046,Segmentación Advantage+,Publicidad y experimentos,"Podría orientar preguntas sobre segmentación Advantage+, sin presumir controles disponibles ni recomendar cambios automáticos de campaña.",INFERRED,0.74,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1046
Facebook e Instagram Ads,1047,Creación y gestión de públicos personalizados por origen dentro de Meta,Publicidad y experimentos,Podría apoyar un inventario de fuentes de audiencia dentro de Meta y preguntas de elegibilidad para revisión humana.,INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1047
Facebook e Instagram Ads,1048,Creación y gestión de públicos personalizados por origen de base de datos externa,Publicidad y experimentos,"Podría orientar revisión de procedencia y consentimiento de bases externas antes de proponer públicos, sin cargar datos.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1048
Facebook e Instagram Ads,1049,Uso de audiencias similares (Lookalike Audiences),Publicidad y experimentos,"Podría ayudar a formular una hipótesis de audiencia similar y requisitos de evidencia, sin garantizar rendimiento ni disponibilidad.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1049
Facebook e Instagram Ads,1022,KPIs clave en campañas de Facebook e Instagram,Medición y diagnóstico,"Podría apoyar una tabla de indicadores vinculados a objetivos publicitarios, pendiente de conocer definiciones exactas del material.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1022
Facebook e Instagram Ads,1023,Establecimiento de objetivos,Medición y diagnóstico,"Podría orientar un objetivo observable de campaña con plazo y evidencia, sin asumir metas numéricas desde el índice.",INFERRED,0.74,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1023
Facebook e Instagram Ads,1024,Relación entre objetivos y tipos de campañas,Publicidad y experimentos,Podría apoyar una correspondencia entre objetivo del negocio y tipo de campaña propuesto para revisión antes de invertir.,INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1024
Facebook e Instagram Ads,1025,Definición de presupuesto con base en objetivos para clientes potenciales,Costos y rentabilidad,"Podría preparar escenarios de presupuesto para captación con supuestos explícitos, sin comprometer gasto ni garantizar costo por prospecto.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1025
Facebook e Instagram Ads,1026,Definición de presupuesto con base en objetivos para ecommerce,Costos y rentabilidad,"Podría orientar estimaciones de inversión ecommerce usando costos y objetivos del miembro, con validación humana antes de gastar.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1026
Facebook e Instagram Ads,1033,Configuración del administrador comercial y sus activos,Publicidad y experimentos,"Podría apoyar un checklist de activos y responsables del administrador comercial, sin solicitar credenciales ni modificar permisos.",INFERRED,0.77,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1033
Facebook e Instagram Ads,1034,Función del Píxel de Meta,Medición y diagnóstico,"Podría orientar preguntas sobre el papel del píxel en medición, verificando qué eventos existen en evidencia aportada.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1034
Facebook e Instagram Ads,1035,Configuración e Instalación del Píxel de Meta,Medición y diagnóstico,"Podría preparar un checklist de instalación y comprobación del píxel para el responsable técnico, sin implementarlo automáticamente.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1035
Facebook e Instagram Ads,1036,Visión general del Administrador de Anuncios de Facebook,Publicidad y experimentos,"Podría orientar al miembro sobre qué capturas necesita aportar del administrador, sujeto a cambios de interfaz.",INFERRED,0.74,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1036
Facebook e Instagram Ads,1037,"Estructura de campaña: campañas, conjuntos de anuncios y anuncios",Publicidad y experimentos,"Podría apoyar un esquema jerárquico de campaña, conjuntos y anuncios para ordenar el brief y diagnosticar confusiones.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1037
Facebook e Instagram Ads,1038,Navegación y configuraciones básicas,Publicidad y experimentos,"Podría orientar una revisión básica del administrador según la sección, aunque el título no enumera ajustes concretos.",INFERRED,0.68,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1038
Facebook e Instagram Ads,1039,Configuración de presupuestos y pujas,Costos y rentabilidad,"Podría apoyar preguntas sobre presupuesto y puja antes de invertir, sin establecer importes ni operar controles de gasto.",INFERRED,0.77,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1039
Facebook e Instagram Ads,1040,Estrategia básica de una campaña de testeo,Publicidad y experimentos,"Podría orientar un experimento publicitario inicial con hipótesis y criterio de revisión, sin asegurar resultados de testeo.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1040
Facebook e Instagram Ads,1041,Creación de campañas de retargeting,Publicidad y experimentos,"Podría apoyar un borrador de retargeting con audiencias y mensajes pertinentes, sujeto a consentimiento y revisión de políticas.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1041
Facebook e Instagram Ads,1050,Aprende a leer las métricas en el administrador de anuncios,Medición y diagnóstico,"Podría ayudar a solicitar e interpretar capturas de métricas, distinguiendo datos observados de explicaciones todavía hipotéticas.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1050
Facebook e Instagram Ads,1051,Métricas personalizadas,Medición y diagnóstico,"Podría orientar el diseño de indicadores personalizados para una pregunta comercial, sin inventar fórmulas atribuidas al curso.",INFERRED,0.77,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1051
Facebook e Instagram Ads,1052,Uso de reportes de rendimiento,Medición y diagnóstico,Podría apoyar una revisión periódica de reportes de campaña para identificar preguntas y evidencia faltante antes de decidir.,INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1052
Facebook e Instagram Ads,1053,Técnicas para reducir costos y aumentar conversiones,Publicidad y experimentos,"Podría orientar hipótesis de mejora del costo y conversión, sin asegurar reducciones ni escalar inversión automáticamente.",INFERRED,0.76,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/fd7650bd-5c54-43ae-bc5c-554ac1731f97/1053
